学名 withAuthor,和名,別名,ステータス,ID,発表年,,,,,,,,,,,,,,,,,,
Goodyera hachijoensis Yatabe  var. boninensis (Nakai) T.Hashim.,ムニンシュスラン,オガサワラシュスラン,標準,9912,1987,,,,,,,,,,,,,,,,,,
Goodyera fumata Thwaites,ヤブミョウガラン,"タカサゴキンギンソウ, セイタカキンギンソウ",標準,9913,1861,,,,,,,,,,,,,,,,,,
Odontochilus nakaianus (F.Maek.) T.Yukawa,ハクウンラン,ムライラン，イセラン,標準,9919,2016,,,,,,,,,,,,,,,,,,
Cheirostylis takeoi (Hayata) Schltr.,アリサンムヨウラン,"ヨシヒサラン， アマノラン, タロコラン",標準,9924,1919,,,,,,,,,,,,,,,,,,
Zeuxine boninensis Tuyama,ムニンキヌラン,イシガキキヌラン,標準,9933,1935,,,,,,,,,,,,,,,,,,
Liparis auriculata Blume ex Miq.,ギボウシラン,キンポクラン,標準,9948,1866,,,,,,,,,,,,,,,,,,
Liparis makinoana Schltr.,セイタカスズムシソウ,セイタカスズムシ,標準,9950,1886,,,,,,,,,,,,,,,,,,
"Liparis suzumushi Tsusumi, T.Yukawa et M.Kato",スズムシソウ,スズムシラン,標準,9951,2019,,,,,,,,,,,,,,,,,,
Malaxis monophyllos (L.) Sw.,ホザキイチヨウラン,ホザキフタバラン,標準,9958,1800,,,,,,,,,,,,,,,,,,
Crepidium bancanoides (Ames) Szlach.,イリオモテヒメラン,コウトウチュウガエリ,標準,9960,1995,,,,,,,,,,,,,,,,,,
Dienia ophrydis (J.Koenig) Ormerod et Seidenf.,キザンヒメラン,ホザキヒメラン，イシガキヒメラン,標準,9961,1997,,,,,,,,,,,,,,,,,,
Oberonia makinoi Masam.,オオバヨウラクラン,オオバノヨウラクラン,標準,9966,1934,,,,,,,,,,,,,,,,,,
Phaius tankervilleae (Banks ex L'Hér.) Blume,カクチョウラン,カクラン,標準,9967,1856,,,,,,,,,,,,,,,,,,
Styloglossum lyroglossum (Rchb.f.) T.Yukawa et P.J.Cribb,レンギョウエビネ,スズフリエビネ、リュウキュウエビネ,標準,9971,2014,,,,,,,,,,,,,,,,,,
Calanthe x  striata R.Br. ex Spreng.,タカネ,ソノエビネ (Makino 1889)，タカネエビネ,標準,9979,1826,,,,,,,,,,,,,,,,,,
Calanthe discolor Lindl.  var. kanashiroi Fukuy.,カツウダケエビネ,オキナワエビネ,標準,9985,1942,,,,,,,,,,,,,,,,,,
Calanthe aristulifera Rchb.f.,キリシマエビネ,"コキリシマエビネ, ヒロハノエビネ, ライシャエビネ",標準,9987,1878,,,,,,,,,,,,,,,,,,
"Calanthe x insularis S.H.Oh, H.J.Suh et C.W.Park",キバナキリシマエビネ,ヒゴ,標準,9991,2015,,,,,,,,,,,,,,,,,,
Calanthe izuinsularis (Satomi) Ohwi et Satomi,オオキリシマエビネ,ニオイエビネ,標準,9993,1965,,,,,,,,,,,,,,,,,,
Calanthe alismifolia Lindl. x C. triplicata (Willemet) Ames,オオダルマエビネ,ハクツル,標準,9997,0,,,,,,,,,,,,,,,,,,
Styloglossum densiflorum (Lindl.) T.Yukawa et P.J.Cribb,タマザキエビネ,ササバキエビネ,標準,10008,2014,,,,,,,,,,,,,,,,,,
Eulophia graminea Lindl.,エダウチヤガラ,オキナワイモネヤガラ，エダウチイモネヤガラ,標準,10011,1833,,,,,,,,,,,,,,,,,,
Dactylostalix ringens Rchb.f.  f. punctata (Miyabe et Tatew.) Yonek.,ヒメウズラヒトハラン,ヒメウズラヒトツバラン,標準,10013,2011,,,,,,,,,,,,,,,,,,
Cymbidium kanran Makino,カンラン,"タイワンカンラン, セイバンソシン, ナガバソシン",標準,10016,1902,,,,,,,,,,,,,,,,,,
Cymbidium sinense (Andrews) Willd.,ホウサイ,ホウサイラン、タイワンホウサイ，ハッカホウサイ,標準,10018,1805,,,,,,,,,,,,,,,,,,
Cymbidium floribundum Lindl.,キンリョウヘン,タイワンキンリョウヘン,標準,10025,1833,,,,,,,,,,,,,,,,,,
Cymbidium faberi Rolfe,イッケイキュウカ,オイワケラン,標準,10026,1896,,,,,,,,,,,,,,,,,,
Eria scabrilinguis Lindl.,オオオサラン,"ホザキオサラン, オオバオサラン",標準,10030,1858,,,,,,,,,,,,,,,,,,
Pinalia ovata (Lindl.) W.Suarez et Cootes,リュウキュウセッコク,オオシマセッコク,標準,10031,2009,,,,,,,,,,,,,,,,,,
Bulbophyllum macraei (Lindl.) Rchb.f.,シコウラン,"ウライラン, タネガシマシコウラン",標準,10038,1861,,,,,,,,,,,,,,,,,,
Bulbophyllum affine Lindl.,クスクスラン,クスクスセッコク,標準,10041,1830,,,,,,,,,,,,,,,,,,
Staurochilus lutchuensis (Rolfe) Fukuy.,ニュウメンラン,"イリオモテラン (Takeda in B. M. T. 33: (56-57) (1919), sub nom. Cleisostoma ionosmum)，クロバナニュウメンラン",標準,10045,1942,,,,,,,,,,,,,,,,,,
Phalaenopsis violacea Witte,ヒロバコチョウラン,ヒロバコチョウ,標準,10521,1862,,,,,,,,,,,,,,,,,,
Dendrobium nobile Lindl.,ニオイセッコク,"コウキセッコク, タイワンモッコク, オオバナセッコク",標準,10523,1830,,,,,,,,,,,,,,,,,,
Zeuxine agyokuana Fukuy.,カゲロウラン,オオスミキヌラン,標準,11387,1934,,,,,,,,,,,,,,,,,,
Thunia alba (Lindl.) Rchb.f.,ホザキカクラン,シロバナホザキカクラン,標準,13103,1852,,,,,,,,,,,,,,,,,,
Dendrobium dearei Rchb.f.,シラタエセッコク,"シロタエセッコク, 
シロタエセキコク",標準,13178,1880,,,,,,,,,,,,,,,,,,
Phalaenopsis schilleriana Rchb.f.,アサヒコチョウラン,アサヒゴチョウ,標準,13195,1860,,,,,,,,,,,,,,,,,,
Phalaenopsis equestris (Schauer) Rchb.f.,ヒメコチョウラン,ヒメゴチョウ,標準,13197,1850,,,,,,,,,,,,,,,,,,
Odontochilus tashiroi (Maxim.) Makino ex Kuroiwa,イナバラン,"オオギミラン, オキナワカモメラン",標準,17074,1900,,,,,,,,,,,,,,,,,,
Calanthe x dominyi Lindl.,リュウキュウエビネ,ユウヅルエビネ,標準,17081,1858,,,,,,,,,,,,,,,,,,
Calanthe alismifolia Lindl.,ダルマエビネ,ヒロハノカラン,標準,17083,1854,,,,,,,,,,,,,,,,,,
Calanthe triplicata (Willemet) Ames,ツルラン,カラン,標準,17084,1907,,,,,,,,,,,,,,,,,,
Cheirostylis liukiuensis Masam.,リュウキュウカイロラン,"アカバシュスラン，　カイロラン, タネガシマカイロラン",標準,17087,1930,,,,,,,,,,,,,,,,,,
Cleisostoma uraiense (Hayata) Garay et H.R.Sweet,ウライムカデラン,アオムカデラン,標準,17088,1974,,,,,,,,,,,,,,,,,,
Cymbidium dayanum Rchb.f.,ヘツカラン,カンポウラン,標準,17090,1869,,,,,,,,,,,,,,,,,,
Cypripedium macranthos Sw.  var. macranthos,ホテイアツモリソウ,ホテイアツモリ,標準,17096,1800,,,,,,,,,,,,,,,,,,
Goodyera foliosa (Lindl.) Benth. ex C.B.Clarke  var. foliosa,ツユクサシュスラン,"ナンカイシュスラン， トカラシュスラン (Hatus., 改訂鹿児島県植物目録: 230, 1986)， クニガミシュスラン, タカネシュスラン",標準,17126,1889,,,,,,,,,,,,,,,,,,
Lecanorchis triloba J.J.Sm.,オキナワムヨウラン,"サキシマムヨウラン, サキシマスケロクラン",標準,17139,1908,,,,,,,,,,,,,,,,,,
Lecanorchis virella T.Hashim.,ミドリムヨウラン,ヤエヤマスケロクラン,標準,17140,1989,,,,,,,,,,,,,,,,,,
Macodes petola (Blume) Lindl.,ナンバンカゴメラン,ナンバンカモメラン,標準,17147,1840,,,,,,,,,,,,,,,,,,
Oberonia anthropophora Lindl.  var. arisanensis (Hayata) T.Hashim.,クスクスヨウラクラン,アリサンヨウラクラン,標準,17151,1987,,,,,,,,,,,,,,,,,,
Platanthera brevicalcarata Hayata  subsp. yakumontana (Masam.) Masam.,ツクシチドリ,ツクシトンボソウ,標準,17156,1964,,,,,,,,,,,,,,,,,,
Rhynchostylis retusa (L.) Blume,ホザキマツラン (temp.),ウライムヨウラン (Hatusima & Amano 1994),標準,17159,1825,,,,,,,,,,,,,,,,,,
Thrixspermum saruwatarii (Hayata) Schltr.,ケイタオフウラン,ケイトウフウラン,標準,17164,1919,,,,,,,,,,,,,,,,,,
Vanilla somae Hayata,タイワンバニラ,タカサゴラン,標準,17168,1916,,,,,,,,,,,,,,,,,,
Platanthera ussuriensis (Regel et Maack) Maxim.,トンボソウ,コトンボソウ (Makino 1890),標準,17324,1886,,,,,,,,,,,,,,,,,,
Platanthera fuscescens (L.) Kraenzl.,ヒロハトンボソウ,ヒロハノトンボソウ,標準,17325,1901,,,,,,,,,,,,,,,,,,
Odontochilus poilanei (Gagnep.) Ormerod,ツシマラン,ツシマヒメノヤガラ,標準,17981,2002,,,,,,,,,,,,,,,,,,
Zeuxine affinis (Lindl.) Benth. ex Hook.f.,アオジクキヌラン,アリサンキヌラン,標準,18221,1890,,,,,,,,,,,,,,,,,,
Liparis fujisanensis F.Maek. ex F.Konta et S.Matsumoto,フガクスズムシソウ,フガクスズムシ,標準,18390,1997,,,,,,,,,,,,,,,,,,
Zeuxine nervosa (Wall. ex Lindl.) Trimen,オオキヌラン,"タイワンキヌラン, タカサゴキヌラン, タイトウキヌラン, センカクキヌラン",標準,18809,1885,,,,,,,,,,,,,,,,,,
Zeuxine odorata Fukuy.,ジャコウキヌラン,ジャコウシュスラン,標準,18810,1936,,,,,,,,,,,,,,,,,,
Platanthera pachyglossa Hayata  var. hachijoensis (Honda) K.Inoue,ハチジョウチドリ,"ヤクシマトンボ, アマミトンボモドキ",標準,19245,2016,,,,,,,,,,,,,,,,,,
Lecanorchis nigricans Honda  var. yakusimensis T.Hashim.,ヤクムヨウラン,サジガタスケロクラン,標準,19290,1990,,,,,,,,,,,,,,,,,,
Spiranthes sinensis (Pers.) Ames  subsp. australis (R.Br.) Kitam.  f. albescens (Honda) Honda,シロバナモジズリ,シロモジズリ (Honda 1935),標準,19996,1957,,,,,,,,,,,,,,,,,,
Cymbidium aspidistrifolium Fukuy.,アキザキナギラン,オトメナギラン (Fukuyama 1934),標準,20531,1934,,,,,,,,,,,,,,,,,,
Platanthera ophrydioides F.Schmidt  var. australis Ohwi,ナガバノキソチドリ,ナガバキソチドリ,標準,21569,1936,,,,,,,,,,,,,,,,,,
Platanthera tipuloides (L.f.) Lindl.,ホソバノキソチドリ,ツブラトンボ,標準,21577,1835,,,,,,,,,,,,,,,,,,
Cymbidium nipponicum (Franch. et Sav.) Rolfe,サガミラン,サガミランモドキ,標準,21842,1895,,,,,,,,,,,,,,,,,,
Corallorhiza trifida Chatel.,サンゴネラン,"ムヨウヒナラン, チョウセンラン,  チシマサカネラン",標準,23200,1760,,,,,,,,,,,,,,,,,,
Gastrochilus matsuran (Makino) Schltr.,マツラン,ベニカヤラン,標準,23433,1919,,,,,,,,,,,,,,,,,,
Gastrochilus japonicus (Makino) Schltr.,カシノキラン,マキバラン,標準,24580,1913,,,,,,,,,,,,,,,,,,
Luisia tristis (G.Forst.) Hook.f.,マリアナボウラン,ハマボウラン,標準,24694,1839,,,,,,,,,,,,,,,,,,
Platanthera convallariifolia Lindl.,シロウマチドリ,ユウバリチドリ,標準,25100,1835,,,,,,,,,,,,,,,,,,
Calypso bulbosa (L.) Oakes  var. bulbosa  f. albiflora Satomi,シロバナヒメホテイラン,シロバナホテイラン,標準,25367,1957,,,,,,,,,,,,,,,,,,
Platanthera nipponica Makino  var. linearifolia (Ohwi) Masam.,ナガバトンボソウ,マメトンボ,標準,25371,1964,,,,,,,,,,,,,,,,,,
Habenaria yezoensis H.Hara  var. longicalcarata Miyabe et Tatew.,オゼノサワトンボ,チシマミズトンボ,標準,25699,1937,,,,,,,,,,,,,,,,,,
Bletilla formosana (Hayata) Schltr.,アマナラン,コウトウアマナラン,標準,25900,1911,,,,,,,,,,,,,,,,,,
Platanthera pachyglossa Hayata  var. amamiana (Ohwi) K.Inoue,アマミトンボ,アマミトンボソウ,標準,26134,2016,,,,,,,,,,,,,,,,,,
Calanthe alpina Hook.f. ex Lindl.,キソエビネ,フサエビネ,標準,28325,1854,,,,,,,,,,,,,,,,,,
Dendrochilum uncatum Rchb.f.,タイワンムカゴソウ,ホザキヒトツバラン,標準,28336,1855,,,,,,,,,,,,,,,,,,
Habenaria pantlingiana Kraenzl.,ナメラサギソウ,リュウキュウサギソウ,標準,28339,1900,,,,,,,,,,,,,,,,,,
Peristylus densus (Lindl.) Santapau et Kapadia,ムカゴトンボ,サツマトンボ,標準,28859,1960,,,,,,,,,,,,,,,,,,
Eulophia dentata Ames,タカサゴヤガラ,"フリソデヤガラ, ヒメタカサゴヤガラ",標準,28863,1911,,,,,,,,,,,,,,,,,,
Diploprora championii (Lindl. ex Benth.) Hook.f.,サガリラン,ハゴロモムカデラン (Yokota & Shimabuku 1986),標準,28864,1890,,,,,,,,,,,,,,,,,,
Spiranthes sinensis (Pers.) Ames,ネジバナ,モジズリ,広義,29660,1908,,,,,,,,,,,,,,,,,,
Cymbidium goeringii (Rchb.f.) Rchb.f.  var. gracillimum (Fukuy.) Govaerts,ホソバシュンラン,カヤバラン,標準,30733,1999,,,,,,,,,,,,,,,,,,
Cypripedium shanxiense S.C.Chen,ドウトウアツモリソウ,エゾアツモリソウ，ドウトウアツモリ,標準,30816,1983,,,,,,,,,,,,,,,,,,
Platanthera metabifolia F.Maek.,エゾチドリ,フタバツレサギ,標準,31002,1935,,,,,,,,,,,,,,,,,,
Platanthera pachyglossa Hayata  var. pachyglossa,リトウトンボ,リトウトンボソウ,標準,31722,1914,,,,,,,,,,,,,,,,,,
"Liparis koreojaponica Tsutsumi, T.Yukawa, N.S.Lee, C.S.Lee et M.Kato",オオフガクスズムシ,エゾノクモキリソウ,標準,32008,2008,,,,,,,,,,,,,,,,,,
Dendrobium tosaense Makino,キバナノセッコク,キバナノセキコク，キバナセッコク,標準,32178,1891,,,,,,,,,,,,,,,,,,
Platanthera brevicalcarata Hayata,ニイタカチドリ,ツクシチドリ,広義,32208,1911,,,,,,,,,,,,,,,,,,
Haraella retrocalla (Hayata) Kudô ,ニオイラン,オオバカヤラン,標準,32717,1930,,,,,,,,,,,,,,,,,,
"Spiranthes sinensis (Pers.) Ames  subsp. australis (R.Br.) Kitam.  f. gracilis F.Maek., n. n.",ヤクシマネジバナ,ヤクシマモジズリ,標準,34069,0,,,,,,,,,,,,,,,,,,
Goodyera longicolumna Hayata,ナンバンキンギンソウ,ヤエヤマキンギンソウ,標準,34388,1916,,,,,,,,,,,,,,,,,,
Peristylus formosanus (Schltr.) T.P.Lin,タカサゴサギソウ,"タコガタサギソウ, コビトサギソウ",標準,34711,1977,,,,,,,,,,,,,,,,,,
Calanthe arisanensis Hayata,アリサンエビネ,ササキエビネ,標準,36436,1911,,,,,,,,,,,,,,,,,,
"Liparis purpureovittata Tsutsumi, T.Yukawa et M.Kato",シテンクモキリ,"チクマクモキリ, ナンブクモミリ",標準,36529,2008,,,,,,,,,,,,,,,,,,
Thrixspermum formosanum (Hayata) Schltr.,タイワンフウラン,プライスフウラン，ホリカヤラン,標準,39770,1919,,,,,,,,,,,,,,,,,,
Thrixspermum pygmaeum (King et Pantl.) Holttum,アマミカヤラン,タイヘイホソミラン,標準,40933,1960,,,,,,,,,,,,,,,,,,
Coelogyne guamensis Ames,マリアナキンヨウラク,パラオキンヨウラク,標準,40934,1914,,,,,,,,,,,,,,,,,,
Hayata tabiyahanensis (Hayata) Aver.,ハグルマラン,タビヤキヌラン,標準,41955,2009,,,,,,,,,,,,,,,,,,
Pinalia formosana (Rolfe) Ormerod,タイワンオサラン,"チャイロオサラン, ヒダイリオサラン",標準,42147,2011,,,,,,,,,,,,,,,,,,
Appendicula reflexa Blume,ヒメタケラン,コウトウタケラン,標準,42737,1825,,,,,,,,,,,,,,,,,,
Nervilia plicata (Andrews) Schltr.,ヒロハヒトツバラン,ヒロハノヒトツバラン,標準,43496,1911,,,,,,,,,,,,,,,,,,
Cleisostoma paniculatum (Ker Gawl.) Garay,タイワンムカデラン,オオムカデラン,標準,43934,1972,,,,,,,,,,,,,,,,,,
Dendrobium chameleon Ames,ランダイセッコク,ナガツメセッコク,標準,43935,1908,,,,,,,,,,,,,,,,,,
Dendrobium goldschmidtianum Kraenzl.,ベニバナセッコク,ゴールドシュミットセッコク,標準,43937,1909,,,,,,,,,,,,,,,,,,
Gastrodia confusa Honda et Tuyama  f. viridis Suetsugu,ミドリヤツシロラン,ヒスイアキザキヤツシロラン,標準,44303,2012,,,,,,,,,,,,,,,,,,
Cheirostylis chinensis Rolfe,タカオラン,タイワンカイロラン,標準,45084,1895,,,,,,,,,,,,,,,,,,
Cheirostylis octodactyla Ames,カイロラン,ムシャイチゲラン,標準,45097,1907,,,,,,,,,,,,,,,,,,
Cymbidium lancifolium auct. non Hook.,オオナギラン,オニナギラン,標準,45133,0,,,,,,,,,,,,,,,,,,
Dendrobium linawianum Rchb.f.,タイワンセッコク,サクラセッコク,標準,45142,1861,,,,,,,,,,,,,,,,,,
Galeola lindleyana (Hook.f. et Thomson) Rchb.f.,オオタカツルラン,マツダツチアケビ (Maekawa 1971),標準,45166,1874,,,,,,,,,,,,,,,,,,
Gastrochilus formosanus (Hayata) Hayata,タイワンカヤラン,"ヒサシキンチャクラン, キリガクレキンチャクラン",標準,45168,1917,,,,,,,,,,,,,,,,,,
Goodyera yamiana Fukuy.,コウトウカゴメラン,コウトウカゴノメラン (Fukuyama 1936),標準,45190,1936,,,,,,,,,,,,,,,,,,
Oberonia insularis Hayata,ハシリヨウラク,タカサゴヨウラクラン,標準,45200,1911,,,,,,,,,,,,,,,,,,
Cestichis nakaharae (Hayata) Kudô ,ナカハララン,"タイワンキノエラン, カワカミキノエラン",標準,45233,1930,,,,,,,,,,,,,,,,,,
Neottia suzukii (Masam.) Szlach.,コバナノフタバラン,"コバナフタバラン, ミスミフタバラン",標準,45247,1995,,,,,,,,,,,,,,,,,,
Odontochilus drymoglossifolius (Hayata) T.Yukawa,アリサンアリドオシラン,タイワンアリドオシラン,標準,45269,2016,,,,,,,,,,,,,,,,,,
Phreatia formosana Rolfe ex Hemsl.,フレラン,コウトウフレラン,標準,45302,1895,,,,,,,,,,,,,,,,,,
Platanthera longibracteata Hayata,ナガヅメトンボ,キライシュチドリ,標準,45320,1914,,,,,,,,,,,,,,,,,,
Pomatocalpa undulata (Lindl.) J.J.Sm.  subsp. acuminata (Rolfe) S.Watthana et S.W.Chung,トガリバクレソラン,フトバクレソラン,標準,45324,2007,,,,,,,,,,,,,,,,,,
Hemipilia tominagae (Hayata) Y.Tang et H.Peng,クモマチドリ,グンダイモジズリ,標準,45332,2015,,,,,,,,,,,,,,,,,,
Sunipia andersonii (King et Pantl.) P.F.Hunt,ハナビラン,ササキナゴラン,標準,45343,1971,,,,,,,,,,,,,,,,,,
Tainia dunii Rolfe,ナガバアオイラン,ルリダマアオイラン,標準,45349,1908,,,,,,,,,,,,,,,,,,
Phalaenopsis aphrodite Rchb.f.  subsp. formosana E.A.Christenson,コチョウラン,タイワンコチョウラン,標準,45453,2001,,,,,,,,,,,,,,,,,,
Calanthe davidii Franch.,タガネラン,マツダエビネ,広義,46558,1888,,,,,,,,,,,,,,,,,,
Pleione formosana Hayata  f. nivea Fukuy.,シロバナタイリントキソウ,ユキヒトツバラン,標準,46937,1932,,,,,,,,,,,,,,,,,,
Lecanorchis purpurea Masam.,アワムヨウラン,ムラサキムヨウラン,標準,47565,1929,,,,,,,,,,,,,,,,,,
Calanthe discolor Lindl. x C. izuinsularis (Satomi) Ohwi et Satomi,コウヅエビネ,ニオイエビネ,標準,48298,0,,,,,,,,,,,,,,,,,,
Phalaenopsis pulcherrima (Lindl.) J.J.Sm.,ヒナコチョウラン,ヒナゴチョウ,標準,48376,1933,,,,,,,,,,,,,,,,,,
Dendrobium cucumerinum W.McLeay,ウリセッコク,ウリセキコク,標準,48583,1822,,,,,,,,,,,,,,,,,,
Dendrobium speciosum Sm.,タイミンセッコク,タイミンセキコク,標準,48584,1805,,,,,,,,,,,,,,,,,,
Dendrobium tetragonum A.Cunn.,シカクセッコク,シカセキコク,標準,48587,1839,,,,,,,,,,,,,,,,,,
Dendrocoryne tetragonum (A.Cunn.) Brieger,シカクセッコク,シカセキコク,標準,48588,1981,,,,,,,,,,,,,,,,,,
Tetrabaculum tetragonum (A.Cunn.) M.A.Clem. et D.L.Jones,シカクセッコク,シカセキコク,標準,48589,2002,,,,,,,,,,,,,,,,,,
Tropilis tetragona (A.Cunn.) Butzin,シカクセッコク,シカセキコク,標準,48590,1982,,,,,,,,,,,,,,,,,,
Dendrobium teretifolium R.Br.,ボウセッコク,ボウセキコク,標準,48591,1810,,,,,,,,,,,,,,,,,,
Dockrillia teretifolia (R.Br.) Brieger,ボウセッコク,ボウセキコク,標準,48592,1981,,,,,,,,,,,,,,,,,,
Dendrobium fimbriatum Hook.,フチドリセッコク,フチトリセキコク,標準,48596,1823,,,,,,,,,,,,,,,,,,
Molineria capitulata (Lour.) Herb.,オオセンボウ,オオバセンボウ，オオキンバイザサ,標準,17023,1837,,,,,,,,,,,,,,,,,,
Rhodohypoxis baurii (Baker) Nel,ギンバイザサ,アッツザクラ,標準,47947,1914,,,,,,,,,,,,,,,,,,
Iris rossii Baker,エヒメアヤメ,タレユエソウ,標準,1075,1877,,,,,,,,,,,,,,,,,,
Iris setosa Pall. ex Link  var. nasuensis H.Hara,ナスノヒオウギアヤメ,ナスヒオウギアヤメ (Hara & Kurosawa 1963),標準,4412,1963,,,,,,,,,,,,,,,,,,
Iris xiphium L.,スペインアヤメ,スパニッシュアイリス,標準,10761,1753,,,,,,,,,,,,,,,,,,
Freesia refracta (Jacq.) Ecklon ex Klatt,フリージア,アサギスイセン，コアヤメズイセン,標準,10765,1866,,,,,,,,,,,,,,,,,,
Watsonia angusta (L.) Ker Gawl.,ヒイロヒオウギ,ヒオウギズイセン,標準,10829,1804,,,,,,,,,,,,,,,,,,
Iris ruthenica Ker Gawl.,コカキツバタ,マンシュウアヤメ,標準,11047,1808,,,,,,,,,,,,,,,,,,
Iris germanica L.,ドイツアヤメ,ジャーマンアイリス,標準,11049,1753,,,,,,,,,,,,,,,,,,
Iris latifolia (Mill.) Voss,イギリスアヤメ,イングリッシュアイリス,標準,11072,1895,,,,,,,,,,,,,,,,,,
Crocosmia x crocosmiiflora (Lemoine) N.E.Br.,ヒメヒオウギズイセン,モントブレチア，ヒメヒオオギズイセン,標準,13724,1932,,,,,,,,,,,,,,,,,,
Iris lactea Pall.,ネジアヤメ,シロバナネジアヤメ，モウコネジアヤメ，バレン,標準,14196,1776,,,,,,,,,,,,,,,,,,
